Origin,OriginState,Dest,DestState,CRSDepTime,CRSElapsedTime,Marketing_Airline_Network
MDW,IL,OMA,NE,740,85.0,WN
MDW,IL,OMA,NE,2210,85.0,WN
MDW,IL,OMA,NE,1255,85.0,WN
MDW,IL,OMA,NE,930,85.0,WN
MDW,IL,OMA,NE,1525,85.0,WN
MDW,IL,ONT,CA,1100,240.0,WN
MDW,IL,ORF,VA,1510,115.0,WN
MDW,IL,ORF,VA,1910,115.0,WN
MDW,IL,PDX,OR,1015,255.0,WN
MDW,IL,PDX,OR,2155,250.0,WN
MDW,IL,PHL,PA,1710,115.0,WN
MDW,IL,PHL,PA,1250,115.0,WN
MDW,IL,PHL,PA,2140,110.0,WN
MDW,IL,PHL,PA,1445,115.0,WN
MDW,IL,PHL,PA,510,110.0,WN
MDW,IL,PHX,AZ,920,215.0,WN
MDW,IL,PHX,AZ,750,215.0,WN
MDW,IL,PHX,AZ,1915,210.0,WN
MDW,IL,PHX,AZ,515,215.0,WN
MDW,IL,PHX,AZ,2200,210.0,WN
MDW,IL,PHX,AZ,1400,210.0,WN
MDW,IL,PHX,AZ,1215,210.0,WN
MDW,IL,PHX,AZ,2035,210.0,WN
MDW,IL,PHX,AZ,1805,215.0,WN
MDW,IL,PIT,PA,1835,80.0,WN
MDW,IL,PIT,PA,2145,80.0,WN
MDW,IL,PIT,PA,1140,80.0,WN
MDW,IL,PIT,PA,1320,80.0,WN
MDW,IL,PIT,PA,745,75.0,WN
MDW,IL,PVD,RI,1435,130.0,WN
MDW,IL,PVD,RI,805,130.0,WN
MDW,IL,PVD,RI,1910,125.0,WN
MDW,IL,PWM,ME,1350,130.0,WN
MDW,IL,RDU,NC,2225,110.0,WN
MDW,IL,RDU,NC,1220,115.0,WN
MDW,IL,RDU,NC,1730,105.0,WN
MDW,IL,RDU,NC,750,105.0,WN
MDW,IL,RIC,VA,840,110.0,WN
MDW,IL,RIC,VA,1635,110.0,WN
MDW,IL,ROC,NY,1210,90.0,WN
MDW,IL,ROC,NY,1715,90.0,WN
MDW,IL,RSW,FL,2055,170.0,WN
MDW,IL,RSW,FL,800,165.0,WN
MDW,IL,RSW,FL,1430,165.0,WN
MDW,IL,SAN,CA,1045,245.0,WN
MDW,IL,SAN,CA,1410,240.0,WN
MDW,IL,SAN,CA,2120,240.0,WN
MDW,IL,SAN,CA,715,240.0,WN
MDW,IL,SAT,TX,2225,155.0,WN
MDW,IL,SAT,TX,920,160.0,WN
MDW,IL,SAV,GA,1555,125.0,WN
MDW,IL,SDF,KY,1815,65.0,WN
MDW,IL,SDF,KY,1430,70.0,WN
MDW,IL,SDF,KY,850,70.0,WN
MDW,IL,SDF,KY,2020,70.0,WN
MDW,IL,SEA,WA,1615,265.0,WN
MDW,IL,SEA,WA,915,265.0,WN
MDW,IL,SJC,CA,1010,265.0,WN
MDW,IL,SJC,CA,1555,260.0,WN
MDW,IL,SJC,CA,2030,260.0,WN
MDW,IL,SLC,UT,1045,205.0,WN
MDW,IL,SLC,UT,2255,200.0,WN
MDW,IL,SMF,CA,910,260.0,WN
MDW,IL,SMF,CA,2135,260.0,WN
MDW,IL,SRQ,FL,1445,155.0,WN
MDW,IL,STL,MO,725,70.0,WN
MDW,IL,STL,MO,1830,65.0,WN
MDW,IL,STL,MO,840,65.0,WN
MDW,IL,STL,MO,1150,65.0,WN
MDW,IL,STL,MO,1255,65.0,WN
MDW,IL,STL,MO,1515,65.0,WN
MDW,IL,STL,MO,2005,65.0,WN
MDW,IL,TPA,FL,805,155.0,WN
MDW,IL,TPA,FL,2125,150.0,WN
MDW,IL,TPA,FL,1340,155.0,WN
MDW,IL,TPA,FL,1720,150.0,WN
MDW,IL,TUL,OK,2030,100.0,WN
MDW,IL,TUL,OK,915,105.0,WN
MEM,TN,ATL,GA,1900,80.0,WN
MEM,TN,ATL,GA,715,80.0,WN
MEM,TN,DAL,TX,1625,85.0,WN
MEM,TN,DCA,VA,825,130.0,WN
MEM,TN,DEN,CO,920,145.0,WN
MEM,TN,HOU,TX,525,100.0,WN
MEM,TN,MCO,FL,1810,125.0,WN
MEM,TN,MDW,IL,1615,100.0,WN
MEM,TN,MDW,IL,500,90.0,WN
MHT,NH,BWI,MD,905,90.0,WN
MHT,NH,BWI,MD,540,90.0,WN
MHT,NH,BWI,MD,1710,95.0,WN
MHT,NH,BWI,MD,1410,90.0,WN
MHT,NH,BWI,MD,1210,90.0,WN
MHT,NH,MCO,FL,1505,190.0,WN
MHT,NH,MDW,IL,1915,150.0,WN
MHT,NH,MDW,IL,630,145.0,WN
MIA,FL,ATL,GA,1705,120.0,WN
MIA,FL,ATL,GA,535,110.0,WN
MIA,FL,AUS,TX,1155,175.0,WN
MIA,FL,BNA,TN,800,135.0,WN
MIA,FL,BNA,TN,1725,140.0,WN
MIA,FL,BWI,MD,1245,155.0,WN
MIA,FL,BWI,MD,1815,155.0,WN
MIA,FL,BWI,MD,650,155.0,WN
MIA,FL,DAL,TX,1300,180.0,WN
MIA,FL,HOU,TX,1925,155.0,WN
MIA,FL,HOU,TX,555,155.0,WN
MIA,FL,HOU,TX,1000,160.0,WN
MIA,FL,MDW,IL,625,185.0,WN
MIA,FL,MDW,IL,1930,185.0,WN
MIA,FL,MSY,LA,1140,120.0,WN
MKE,WI,ATL,GA,1800,120.0,WN
MKE,WI,ATL,GA,640,120.0,WN
MKE,WI,BNA,TN,515,90.0,WN
MKE,WI,BNA,TN,1835,90.0,WN
MKE,WI,BWI,MD,1835,105.0,WN
MKE,WI,BWI,MD,500,110.0,WN
MKE,WI,BWI,MD,1100,110.0,WN
MKE,WI,DAL,TX,1220,135.0,WN
MKE,WI,DCA,VA,835,105.0,WN
MKE,WI,DCA,VA,1605,110.0,WN
MKE,WI,DEN,CO,2045,150.0,WN
MKE,WI,DEN,CO,1220,150.0,WN
MKE,WI,DEN,CO,835,150.0,WN
MKE,WI,DEN,CO,530,155.0,WN
MKE,WI,LAS,NV,615,220.0,WN
MKE,WI,LAS,NV,1440,220.0,WN
MKE,WI,MCI,MO,1250,85.0,WN
MKE,WI,MCO,FL,545,160.0,WN
MKE,WI,MCO,FL,1730,160.0,WN
MKE,WI,PHX,AZ,1725,210.0,WN
MKE,WI,PHX,AZ,910,210.0,WN
MKE,WI,STL,MO,1750,70.0,WN
MKE,WI,STL,MO,600,75.0,WN
MKE,WI,TPA,FL,1015,155.0,WN
MSP,MN,AUS,TX,1105,155.0,WN
MSP,MN,BNA,TN,1550,120.0,WN
MSP,MN,BWI,MD,1710,140.0,WN
MSP,MN,BWI,MD,525,140.0,WN
MSP,MN,DEN,CO,1845,120.0,WN
MSP,MN,DEN,CO,1505,125.0,WN
MSP,MN,DEN,CO,2050,120.0,WN
MSP,MN,DEN,CO,1230,120.0,WN
MSP,MN,DEN,CO,605,120.0,WN
MSP,MN,DEN,CO,2235,120.0,WN
MSP,MN,DEN,CO,1110,115.0,WN
MSP,MN,DEN,CO,925,120.0,WN
MSP,MN,MCI,MO,1235,85.0,WN
MSP,MN,MDW,IL,2035,90.0,WN
MSP,MN,MDW,IL,645,85.0,WN
MSP,MN,MDW,IL,1855,90.0,WN
MSP,MN,MDW,IL,1620,90.0,WN
MSP,MN,MDW,IL,1210,90.0,WN
MSP,MN,MDW,IL,1030,85.0,WN
MSP,MN,MDW,IL,1440,85.0,WN
MSP,MN,MDW,IL,2150,85.0,WN
MSP,MN,PHX,AZ,625,185.0,WN
MSP,MN,STL,MO,1655,85.0,WN
MSP,MN,STL,MO,545,85.0,WN
MSY,LA,ATL,GA,1850,85.0,WN
MSY,LA,ATL,GA,1315,90.0,WN
MSY,LA,ATL,GA,630,85.0,WN
MSY,LA,AUS,TX,515,85.0,WN
MSY,LA,AUS,TX,2020,85.0,WN
MSY,LA,AUS,TX,845,80.0,WN
MSY,LA,AUS,TX,1315,85.0,WN
MSY,LA,BNA,TN,1415,90.0,WN
MSY,LA,BNA,TN,1720,95.0,WN
MSY,LA,BNA,TN,745,90.0,WN
MSY,LA,BWI,MD,555,150.0,WN
MSY,LA,BWI,MD,1755,160.0,WN
MSY,LA,DAL,TX,1430,90.0,WN
MSY,LA,DAL,TX,505,85.0,WN
MSY,LA,DAL,TX,650,85.0,WN
MSY,LA,DAL,TX,1810,85.0,WN
MSY,LA,DAL,TX,2015,85.0,WN
MSY,LA,DAL,TX,1005,85.0,WN
MSY,LA,DCA,VA,1630,150.0,WN
MSY,LA,DCA,VA,1035,150.0,WN
MSY,LA,DEN,CO,525,160.0,WN
MSY,LA,DEN,CO,1945,175.0,WN
MSY,LA,DEN,CO,1010,165.0,WN
MSY,LA,FLL,FL,755,115.0,WN
MSY,LA,FLL,FL,1935,115.0,WN
MSY,LA,HOU,TX,2245,70.0,WN
MSY,LA,HOU,TX,1725,75.0,WN
MSY,LA,HOU,TX,1200,75.0,WN
MSY,LA,HOU,TX,2010,70.0,WN
MSY,LA,HOU,TX,840,70.0,WN
MSY,LA,HOU,TX,545,70.0,WN
MSY,LA,IAH,TX,1555,75.0,WN
MSY,LA,IAH,TX,605,75.0,WN
MSY,LA,IAH,TX,1205,80.0,WN
MSY,LA,LAS,NV,1610,210.0,WN
MSY,LA,LAS,NV,720,210.0,WN
MSY,LA,LAX,CA,1555,235.0,WN
MSY,LA,LGA,NY,1205,180.0,WN
MSY,LA,MCI,MO,925,115.0,WN
MSY,LA,MCO,FL,1705,110.0,WN
MSY,LA,MCO,FL,2155,105.0,WN
MSY,LA,MCO,FL,930,105.0,WN
MSY,LA,MCO,FL,615,110.0,WN
MSY,LA,MDW,IL,1210,135.0,WN
MSY,LA,MDW,IL,1945,135.0,WN
MSY,LA,MDW,IL,855,135.0,WN
MSY,LA,MIA,FL,1425,125.0,WN
MSY,LA,PHX,AZ,1530,190.0,WN
MSY,LA,SAT,TX,1445,90.0,WN
MSY,LA,STL,MO,1930,100.0,WN
MSY,LA,STL,MO,745,100.0,WN
MSY,LA,TPA,FL,1340,90.0,WN
MSY,LA,TPA,FL,2050,90.0,WN
MTJ,CO,DEN,CO,1440,65.0,WN
MYR,SC,BNA,TN,1045,95.0,WN
MYR,SC,BNA,TN,1830,95.0,WN
MYR,SC,BWI,MD,1300,80.0,WN
MYR,SC,BWI,MD,1950,85.0,WN
MYR,SC,BWI,MD,755,80.0,WN
MYR,SC,MDW,IL,700,125.0,WN
MYR,SC,MDW,IL,1725,130.0,WN
MYR,SC,PIT,PA,1435,90.0,WN
OAK,CA,ABQ,NM,1935,135.0,WN
OAK,CA,AUS,TX,515,210.0,WN
OAK,CA,BLI,WA,950,120.0,WN
OAK,CA,BLI,WA,1930,120.0,WN
OAK,CA,BOI,ID,2000,85.0,WN
OAK,CA,BOI,ID,845,85.0,WN
OAK,CA,BUR,CA,1040,70.0,WN
OAK,CA,BUR,CA,640,75.0,WN
OAK,CA,BUR,CA,815,70.0,WN
OAK,CA,BUR,CA,1820,75.0,WN
OAK,CA,BUR,CA,1700,70.0,WN
OAK,CA,BUR,CA,1445,70.0,WN
OAK,CA,BUR,CA,1215,70.0,WN
OAK,CA,BUR,CA,1955,70.0,WN
OAK,CA,BUR,CA,920,70.0,WN
OAK,CA,BUR,CA,1530,65.0,WN
OAK,CA,DAL,TX,1740,205.0,WN
OAK,CA,DAL,TX,530,210.0,WN
OAK,CA,DEN,CO,1620,145.0,WN
OAK,CA,DEN,CO,1140,150.0,WN
OAK,CA,DEN,CO,2135,150.0,WN
OAK,CA,DEN,CO,550,145.0,WN
OAK,CA,DEN,CO,1820,145.0,WN
OAK,CA,DEN,CO,750,145.0,WN
OAK,CA,EUG,OR,1945,75.0,WN
OAK,CA,EUG,OR,845,75.0,WN
OAK,CA,GEG,WA,855,110.0,WN
OAK,CA,GEG,WA,1935,110.0,WN
OAK,CA,HNL,HI,900,330.0,WN
OAK,CA,HNL,HI,1500,330.0,WN
OAK,CA,HOU,TX,555,230.0,WN
OAK,CA,KOA,HI,1005,325.0,WN
OAK,CA,LAS,NV,1315,90.0,WN
OAK,CA,LAS,NV,1855,90.0,WN
OAK,CA,LAS,NV,705,85.0,WN
OAK,CA,LAS,NV,825,90.0,WN
OAK,CA,LAS,NV,1755,90.0,WN
OAK,CA,LAS,NV,2010,90.0,WN
OAK,CA,LAS,NV,1425,90.0,WN
OAK,CA,LAS,NV,955,90.0,WN
OAK,CA,LAS,NV,1655,90.0,WN
OAK,CA,LAS,NV,510,90.0,WN
OAK,CA,LAS,NV,1045,90.0,WN
OAK,CA,LAX,CA,1030,90.0,WN
OAK,CA,LAX,CA,1300,80.0,WN
OAK,CA,LAX,CA,1125,85.0,WN
OAK,CA,LAX,CA,1415,80.0,WN
OAK,CA,LAX,CA,1820,85.0,WN
OAK,CA,LAX,CA,1650,85.0,WN
OAK,CA,LAX,CA,2030,85.0,WN
OAK,CA,LAX,CA,1925,85.0,WN
OAK,CA,LAX,CA,735,85.0,WN
OAK,CA,LAX,CA,535,85.0,WN
OAK,CA,LGB,CA,820,85.0,WN
OAK,CA,LGB,CA,1905,85.0,WN
OAK,CA,LGB,CA,1700,85.0,WN
OAK,CA,LGB,CA,1120,80.0,WN
OAK,CA,LGB,CA,630,80.0,WN
OAK,CA,LIH,HI,1010,335.0,WN
OAK,CA,MCI,MO,545,195.0,WN
OAK,CA,MDW,IL,1915,250.0,WN
OAK,CA,MDW,IL,1130,245.0,WN
OAK,CA,MDW,IL,520,245.0,WN
OAK,CA,OGG,HI,905,325.0,WN
OAK,CA,OGG,HI,1520,325.0,WN
OAK,CA,ONT,CA,1955,80.0,WN
OAK,CA,ONT,CA,735,80.0,WN
OAK,CA,ONT,CA,1740,80.0,WN
OAK,CA,ONT,CA,1525,80.0,WN
OAK,CA,ONT,CA,1135,75.0,WN
OAK,CA,PDX,OR,1330,95.0,WN
OAK,CA,PDX,OR,2230,95.0,WN
OAK,CA,PDX,OR,1555,90.0,WN
OAK,CA,PDX,OR,1930,95.0,WN
OAK,CA,PDX,OR,505,95.0,WN
OAK,CA,PDX,OR,830,90.0,WN
OAK,CA,PDX,OR,1005,90.0,WN
OAK,CA,PDX,OR,1815,95.0,WN
OAK,CA,PHX,AZ,940,115.0,WN
OAK,CA,PHX,AZ,2045,115.0,WN
OAK,CA,PHX,AZ,2255,120.0,WN
OAK,CA,PHX,AZ,500,115.0,WN
OAK,CA,PHX,AZ,1610,120.0,WN
OAK,CA,PHX,AZ,1140,120.0,WN
OAK,CA,PSP,CA,845,85.0,WN
OAK,CA,RNO,NV,1935,55.0,WN
OAK,CA,RNO,NV,855,60.0,WN
OAK,CA,SAN,CA,725,90.0,WN
OAK,CA,SAN,CA,1230,90.0,WN
OAK,CA,SAN,CA,1050,90.0,WN
OAK,CA,SAN,CA,1515,90.0,WN
OAK,CA,SAN,CA,1710,95.0,WN
OAK,CA,SAN,CA,945,95.0,WN
OAK,CA,SAN,CA,1405,90.0,WN
OAK,CA,SAN,CA,800,90.0,WN
OAK,CA,SAN,CA,1925,90.0,WN
OAK,CA,SAN,CA,1800,90.0,WN
OAK,CA,SAN,CA,2110,90.0,WN
OAK,CA,SBA,CA,1100,70.0,WN
OAK,CA,SEA,WA,1535,120.0,WN
OAK,CA,SEA,WA,1135,115.0,WN
OAK,CA,SEA,WA,2055,120.0,WN
OAK,CA,SEA,WA,1340,115.0,WN
OAK,CA,SEA,WA,655,120.0,WN
OAK,CA,SEA,WA,905,120.0,WN
OAK,CA,SEA,WA,1815,115.0,WN
OAK,CA,SLC,UT,1935,100.0,WN
OAK,CA,SLC,UT,1340,95.0,WN
OAK,CA,SLC,UT,525,100.0,WN
OAK,CA,SNA,CA,830,85.0,WN
OAK,CA,SNA,CA,1520,90.0,WN
OAK,CA,SNA,CA,2025,90.0,WN
OAK,CA,SNA,CA,1850,90.0,WN
OAK,CA,SNA,CA,950,90.0,WN
OAK,CA,SNA,CA,1305,85.0,WN
OAK,CA,STL,MO,540,225.0,WN
OGG,HI,HNL,HI,1410,50.0,WN
OGG,HI,HNL,HI,1625,50.0,WN
OGG,HI,HNL,HI,810,45.0,WN
OGG,HI,HNL,HI,1510,50.0,WN
OGG,HI,HNL,HI,920,50.0,WN
OGG,HI,HNL,HI,1250,50.0,WN
OGG,HI,HNL,HI,1055,50.0,WN
OGG,HI,HNL,HI,2000,45.0,WN
OGG,HI,HNL,HI,630,45.0,WN
OGG,HI,HNL,HI,1850,50.0,WN
OGG,HI,HNL,HI,1725,50.0,WN
OGG,HI,KOA,HI,1600,40.0,WN
OGG,HI,KOA,HI,735,40.0,WN
OGG,HI,LAS,NV,1210,335.0,WN
OGG,HI,LAS,NV,805,330.0,WN
OGG,HI,LAX,CA,1430,320.0,WN
OGG,HI,LGB,CA,1245,310.0,WN
OGG,HI,LIH,HI,1715,55.0,WN
OGG,HI,OAK,CA,1615,290.0,WN
OGG,HI,OAK,CA,835,290.0,WN
OGG,HI,PHX,AZ,715,350.0,WN
OGG,HI,SJC,CA,1350,290.0,WN
OGG,HI,SJC,CA,935,290.0,WN
OGG,HI,SMF,CA,1140,295.0,WN
OKC,OK,ATL,GA,1440,120.0,WN
OKC,OK,AUS,TX,1500,75.0,WN
OKC,OK,DCA,VA,1220,165.0,WN
OKC,OK,DEN,CO,1515,95.0,WN
OKC,OK,DEN,CO,2110,100.0,WN
OKC,OK,DEN,CO,1015,95.0,WN
OKC,OK,DEN,CO,625,95.0,WN
OKC,OK,HOU,TX,850,85.0,WN
OKC,OK,HOU,TX,520,85.0,WN
OKC,OK,HOU,TX,1950,85.0,WN
OKC,OK,HOU,TX,1230,85.0,WN
OKC,OK,LAS,NV,1740,150.0,WN
OKC,OK,LAS,NV,645,150.0,WN
OKC,OK,MDW,IL,500,115.0,WN
OKC,OK,MDW,IL,1625,115.0,WN
OKC,OK,PHX,AZ,1630,135.0,WN
OKC,OK,PHX,AZ,710,135.0,WN
OKC,OK,SAT,TX,1335,80.0,WN
OKC,OK,STL,MO,1710,85.0,WN
OKC,OK,STL,MO,600,85.0,WN
OMA,NE,ATL,GA,1805,130.0,WN
OMA,NE,DAL,TX,1505,105.0,WN
OMA,NE,DCA,VA,1320,145.0,WN
OMA,NE,DEN,CO,2050,95.0,WN
OMA,NE,DEN,CO,1725,95.0,WN
OMA,NE,DEN,CO,1025,90.0,WN
OMA,NE,DEN,CO,625,95.0,WN
OMA,NE,DEN,CO,1440,95.0,WN
OMA,NE,HOU,TX,1105,135.0,WN
OMA,NE,LAS,NV,1700,165.0,WN
OMA,NE,LAS,NV,545,165.0,WN
OMA,NE,MCO,FL,1215,175.0,WN
OMA,NE,MDW,IL,2020,85.0,WN
OMA,NE,MDW,IL,1140,85.0,WN
OMA,NE,MDW,IL,950,85.0,WN
OMA,NE,MDW,IL,515,85.0,WN
OMA,NE,MDW,IL,1325,80.0,WN
OMA,NE,MDW,IL,1510,85.0,WN
OMA,NE,PHX,AZ,1825,160.0,WN
OMA,NE,PHX,AZ,655,160.0,WN
OMA,NE,STL,MO,605,70.0,WN
OMA,NE,STL,MO,1745,70.0,WN
ONT,CA,AUS,TX,845,165.0,WN
ONT,CA,DAL,TX,1055,180.0,WN
ONT,CA,DEN,CO,1350,140.0,WN
ONT,CA,DEN,CO,500,135.0,WN
ONT,CA,DEN,CO,920,130.0,WN
ONT,CA,DEN,CO,1555,135.0,WN
ONT,CA,DEN,CO,2050,135.0,WN
ONT,CA,LAS,NV,2200,65.0,WN
ONT,CA,LAS,NV,1345,70.0,WN
ONT,CA,LAS,NV,1135,65.0,WN
ONT,CA,LAS,NV,810,60.0,WN
ONT,CA,LAS,NV,530,65.0,WN
ONT,CA,LAS,NV,1815,65.0,WN
ONT,CA,LAS,NV,1515,60.0,WN
ONT,CA,MDW,IL,1205,235.0,WN
ONT,CA,OAK,CA,1845,70.0,WN
ONT,CA,OAK,CA,940,75.0,WN
ONT,CA,OAK,CA,1145,75.0,WN
ONT,CA,OAK,CA,2105,75.0,WN
ONT,CA,OAK,CA,545,75.0,WN
ONT,CA,PHX,AZ,1505,75.0,WN
ONT,CA,PHX,AZ,1945,75.0,WN
ONT,CA,PHX,AZ,635,70.0,WN
ONT,CA,PHX,AZ,915,75.0,WN
ONT,CA,PHX,AZ,2155,75.0,WN
ONT,CA,SJC,CA,615,65.0,WN
ONT,CA,SJC,CA,2045,65.0,WN
ONT,CA,SJC,CA,1655,70.0,WN
ONT,CA,SJC,CA,1330,65.0,WN
ONT,CA,SJC,CA,950,70.0,WN
ONT,CA,SMF,CA,2055,80.0,WN
ONT,CA,SMF,CA,1010,75.0,WN
ONT,CA,SMF,CA,1405,75.0,WN
ONT,CA,SMF,CA,1720,75.0,WN
ONT,CA,SMF,CA,740,75.0,WN
ORD,IL,AUS,TX,930,160.0,WN
ORD,IL,AUS,TX,1510,155.0,WN
ORD,IL,BNA,TN,1940,90.0,WN
ORD,IL,BNA,TN,1125,85.0,WN
ORD,IL,BNA,TN,1525,95.0,WN
ORD,IL,BWI,MD,600,110.0,WN
ORD,IL,BWI,MD,1345,115.0,WN
ORD,IL,BWI,MD,1755,120.0,WN
ORD,IL,DAL,TX,1230,135.0,WN
ORD,IL,DAL,TX,1720,140.0,WN
ORD,IL,DAL,TX,700,135.0,WN
ORD,IL,DAL,TX,2040,135.0,WN
ORD,IL,DEN,CO,1045,155.0,WN
ORD,IL,DEN,CO,1625,160.0,WN
ORD,IL,DEN,CO,730,155.0,WN
ORD,IL,DEN,CO,1850,160.0,WN
ORD,IL,DEN,CO,2105,155.0,WN
ORD,IL,DEN,CO,1350,155.0,WN
ORD,IL,LAS,NV,1235,225.0,WN
ORD,IL,LAS,NV,1905,225.0,WN
ORD,IL,MCO,FL,1215,160.0,WN
ORD,IL,MCO,FL,1605,160.0,WN
ORD,IL,PHX,AZ,1330,220.0,WN
ORD,IL,PHX,AZ,630,210.0,WN
ORD,IL,PHX,AZ,1740,220.0,WN
ORD,IL,TPA,FL,1445,155.0,WN
ORF,VA,BNA,TN,1320,110.0,WN
ORF,VA,BWI,MD,950,60.0,WN
ORF,VA,BWI,MD,1505,60.0,WN
ORF,VA,BWI,MD,2025,60.0,WN
ORF,VA,BWI,MD,1815,60.0,WN
ORF,VA,BWI,MD,615,60.0,WN
ORF,VA,MDW,IL,1840,125.0,WN
ORF,VA,MDW,IL,700,125.0,WN
PBI,FL,ATL,GA,1730,100.0,WN
PBI,FL,BWI,MD,1540,145.0,WN
PBI,FL,BWI,MD,610,145.0,WN
PBI,FL,BWI,MD,1855,145.0,WN
PBI,FL,BWI,MD,1125,140.0,WN
PBI,FL,ISP,NY,1305,155.0,WN
PDX,OR,BUR,CA,1840,140.0,WN
PDX,OR,DEN,CO,725,150.0,WN
PDX,OR,DEN,CO,2025,145.0,WN
PDX,OR,DEN,CO,1125,145.0,WN
PDX,OR,DEN,CO,1815,145.0,WN
PDX,OR,DEN,CO,545,145.0,WN
PDX,OR,DEN,CO,1710,150.0,WN
PDX,OR,LAS,NV,2155,130.0,WN
PDX,OR,LAS,NV,1315,130.0,WN
PDX,OR,LAS,NV,1850,130.0,WN
PDX,OR,LAS,NV,715,135.0,WN
PDX,OR,MDW,IL,640,235.0,WN
PDX,OR,MDW,IL,1155,230.0,WN
PDX,OR,OAK,CA,1100,105.0,WN
PDX,OR,OAK,CA,1630,105.0,WN
PDX,OR,OAK,CA,1435,100.0,WN
PDX,OR,OAK,CA,2030,105.0,WN
PDX,OR,OAK,CA,2250,105.0,WN
PDX,OR,OAK,CA,530,105.0,WN
PDX,OR,OAK,CA,1225,100.0,WN
PDX,OR,OAK,CA,825,105.0,WN
PDX,OR,PHX,AZ,1255,160.0,WN
PDX,OR,PHX,AZ,1910,160.0,WN
PDX,OR,PHX,AZ,600,155.0,WN
PDX,OR,SJC,CA,1810,105.0,WN
PDX,OR,SJC,CA,1250,105.0,WN
PDX,OR,SJC,CA,515,105.0,WN
PDX,OR,SJC,CA,905,105.0,WN
PDX,OR,SJC,CA,2050,105.0,WN
PDX,OR,SJC,CA,700,100.0,WN
PDX,OR,SJC,CA,1035,105.0,WN
PDX,OR,SMF,CA,2155,90.0,WN
PDX,OR,SMF,CA,1550,85.0,WN
PDX,OR,SMF,CA,500,90.0,WN
PDX,OR,SMF,CA,1140,90.0,WN
PDX,OR,SMF,CA,910,85.0,WN
PHL,PA,ATL,GA,1630,130.0,WN
PHL,PA,ATL,GA,500,120.0,WN
PHL,PA,BNA,TN,550,125.0,WN
PHL,PA,BNA,TN,2010,130.0,WN
PHL,PA,DEN,CO,1105,245.0,WN
PHL,PA,DEN,CO,800,240.0,WN
PHL,PA,MDW,IL,2050,125.0,WN
PHL,PA,MDW,IL,845,135.0,WN
PHL,PA,MDW,IL,1830,125.0,WN
PHL,PA,MDW,IL,615,125.0,WN
PHL,PA,MDW,IL,1200,125.0,WN
PHL,PA,STL,MO,730,135.0,WN
PHL,PA,STL,MO,1405,145.0,WN
PHX,AZ,ABQ,NM,1825,70.0,WN
PHX,AZ,ABQ,NM,2250,70.0,WN
PHX,AZ,ABQ,NM,1530,70.0,WN
PHX,AZ,ABQ,NM,1205,70.0,WN
PHX,AZ,ABQ,NM,555,75.0,WN
PHX,AZ,ATL,GA,1415,225.0,WN
PHX,AZ,AUS,TX,530,135.0,WN
PHX,AZ,AUS,TX,1625,135.0,WN
PHX,AZ,AUS,TX,730,135.0,WN
PHX,AZ,AUS,TX,1920,140.0,WN
PHX,AZ,AUS,TX,1150,140.0,WN
PHX,AZ,BNA,TN,750,205.0,WN
PHX,AZ,BNA,TN,1645,205.0,WN
PHX,AZ,BNA,TN,2025,205.0,WN
PHX,AZ,BNA,TN,500,205.0,WN
PHX,AZ,BOI,ID,1250,115.0,WN
PHX,AZ,BUR,CA,1955,90.0,WN
PHX,AZ,BUR,CA,705,85.0,WN
PHX,AZ,BUR,CA,925,85.0,WN
PHX,AZ,BUR,CA,1715,80.0,WN
PHX,AZ,BUR,CA,1050,85.0,WN
PHX,AZ,BUR,CA,1320,80.0,WN
PHX,AZ,BUR,CA,1545,85.0,WN
PHX,AZ,BWI,MD,1740,270.0,WN
PHX,AZ,BWI,MD,525,260.0,WN
PHX,AZ,CMH,OH,1900,225.0,WN
PHX,AZ,COS,CO,1855,100.0,WN
PHX,AZ,COS,CO,1420,105.0,WN
PHX,AZ,DAL,TX,1720,145.0,WN
PHX,AZ,DAL,TX,1425,145.0,WN
PHX,AZ,DAL,TX,755,145.0,WN
PHX,AZ,DAL,TX,1905,145.0,WN
PHX,AZ,DAL,TX,1615,145.0,WN
PHX,AZ,DAL,TX,1000,145.0,WN
PHX,AZ,DAL,TX,605,145.0,WN
PHX,AZ,DAL,TX,1125,145.0,WN
PHX,AZ,DEN,CO,900,110.0,WN
PHX,AZ,DEN,CO,2145,110.0,WN
PHX,AZ,DEN,CO,1215,105.0,WN
PHX,AZ,DEN,CO,2235,110.0,WN
PHX,AZ,DEN,CO,1615,110.0,WN
PHX,AZ,DEN,CO,1005,110.0,WN
PHX,AZ,DEN,CO,800,105.0,WN
PHX,AZ,DEN,CO,700,105.0,WN
PHX,AZ,DEN,CO,1725,110.0,WN
PHX,AZ,DEN,CO,510,105.0,WN
PHX,AZ,DEN,CO,1320,110.0,WN
PHX,AZ,DEN,CO,600,105.0,WN
PHX,AZ,DEN,CO,2000,110.0,WN
PHX,AZ,ELP,TX,800,75.0,WN
PHX,AZ,ELP,TX,1605,70.0,WN
PHX,AZ,ELP,TX,2150,75.0,WN
PHX,AZ,ELP,TX,1105,75.0,WN
PHX,AZ,GEG,WA,1140,155.0,WN
PHX,AZ,HNL,HI,935,385.0,WN
PHX,AZ,HOU,TX,740,160.0,WN
PHX,AZ,HOU,TX,1855,155.0,WN
PHX,AZ,HOU,TX,1255,155.0,WN
PHX,AZ,HOU,TX,515,155.0,WN
